First Allele, Second Allele
PHN11_OH43_0142,LH198
PHN11_PHG47_0388,LH198
PHN11_PHW65_0275,LH198
PHN11_OH43_0184,LH198
PHN11_OH43_0088,LH198
MOG_LH145_0175,LH198
MOG_NC230-183-1-1-1-1-B,LH198
PHN11_LH145_0062,LH198
MOG_OH43_0367,LH198
PHN11_OH43_0036,LH198
PHN11_OH43_0075,LH198
PHN11_PHW65_0294,LH198
MO44_PHW65_0075,LH198
PHN11_LH145_0028,LH198
PHN11_PHW65_0015,LH198
MOG_LH123HT-014-1-1-1-1-B,LH198
PHN11_PHG47_0048,LH198
PHW65_MOG_0176,LH198
MO44_PHW65_0193,LH198
MOG_NC230-011-1-1-1-1-B,LH198
PHN11_PHW65_0359,LH198
Z013E0063,LH198
Z013E0093,LH198
Z013E0034,LH198
Z013E0022,LH198
Z013E0028,LH198
Z013E0046,LH198
Z013E0090,LH198
Z013E0006,LH198
Z013E0087,LH198
Z013E0073,LH198
Z013E0079,LH198
Z013E0072,LH198
LH162,LH198
TX130 RP,LH198
TX303,LH198
TX205,LH198
TX714,LH198
TX772,LH198
TX740,LH198
TX772W,LH198
CG60,CG102
CG44,CG102
CG105,CG102
W10005_0107,CG102
CG123,CG102
CG108,CG102
CGR03,CG102
W10005_0029,CG102
CG122,CG102
W10005_0147,CG102
CG121,CG102
CGX333,CG102
W10004_0097,CG102
PB80,CG102
W10004_0032,CG102
CG65,CG102
CG119,CG102
CG120,CG102
M0028,LH198
M0024,LH198
M0346,LH198
M0039,LH198
M0323,LH198
M0015,LH198
M0001,LH198
M0365,LH198
M0106,LH198
M0003,LH198
M0027,LH198
M0272,LH198
M0083,LH198
M0369,LH198
M0077,LH198
M0012,LH198
M0309,LH198
M0154,LH198
M0062,LH198
M0186,LH198
M0041,LH198
M0143,LH198
M0101,LH198
M0033,LH198
M0297,LH198
M0325,LH198
M0311,LH198
M0266,LH198
M0085,LH198
M0354,LH198
M0296,LH198
M0317,LH198
M0061,LH198
M0114,LH198
M0276,LH198
M0030,LH198
M0326,LH198
M0262,LH198
M0118,LH198
M0287,LH198
M0151,LH198
M0051,LH198
M0022,LH198
M0058,LH198
M0269,LH198
M0014,LH198
M0045,LH198
M0087,LH198
M0008,LH198
M0172,LH198
Z022E0134,LH198
Z022E0072,LH198
Z022E0160,LH198
Z022E0077,LH198
Z022E0079,LH198
Z022E0166,LH198
Z022E0048,LH198
Z022E0110,LH198
Z022E0123,LH198
Z022E0105,LH198
Z022E0053,LH198
Z022E0008,LH198
Z022E0017,LH198
Z022E0059,LH198
Z022E0042,LH198
Z022E0050,LH198
Z022E0020,LH198
Z022E0027,LH198
Z022E0005,LH198
Z022E0023,LH198
Z022E0142,LH198
Z022E0095,LH198
Z022E0003,LH198
Z022E0025,LH198
Z022E0114,LH198
Z022E0044,LH198
Z022E0108,LH198
Z022E0046,LH198
Z022E0097,LH198
Z022E0073,LH198
B73,TX205
PHW52,PHG35
B37,H95
LH74,TX205
PHG39,PHM49
PHG39,PHG35
F42,MO17
B14A,H95
LH74,PHM49
LH74,PHG35
F42,H95
PHW52,TX205
PHG39,PHN82
B37,OH43
B37,MO17
PHG39,TX205
B73,TX205
B37,C103
WF9,C103
F42,OH43
PHG39,TX205
B73,PHM49
PHW52,PHN82
WF9,H95
B73,PHN82
LH74,PHN82
PHW52,PHM49
WF9,MO17
B14A,OH43
B73,PHG35
CG122,CG102
CG60,CG102
CG108,CG102
CG123,CG102
W10005_0147,CG102
W10005_0107,CG102
CGR03,CG102
CG105,CG102
CG44,CG102
W10005_0029,CG102
CG121,CG102
CG119,CG102
CG119,CG102
CG120,CG102
PB80,CG102
CGX333,CG102
CG65,CG102
W10004_0032,CG102
B14A,H95
PHW52,TX205
B73,PHG35
PHG39,PHG35
F42,H95
LH74,PHN82
B37,C103
PHW52,PHN82
WF9,C103
PHG39,PHN82
B73,PHN82
B73,TX205
WF9,H95
B73,PHM49
B73,TX205
B37,OH43
PHW52,PHM49
B37,H95
PHG39,TX205
PHG39,PHM49
WF9,MO17
F42,OH43
PHG39,TX205
LH74,PHG35
LH74,TX205
PHW52,PHG35
LH74,PHM49
B37,MO17
F42,MO17
B14A,OH43
MOG_LH123HT-045-1-1-1-1-B,LH198
PHN11_PHG47_0390,LH198
PHW65_MOG_0176,LH198
PHN11_OH43_0088,LH198
MOG_MO45-085-1-1-1-1-B,LH198
PHN11_OH43_0001,LH198
MOG_LH145_0057,LH198
MOG_MO45-128-1-1-1-1-B,LH198
MOG_PHG83-224-1-1-1-1-B,LH198
PHN11_PHW65_0312,LH198
MOG_NC230-183-1-1-1-1-B,LH198
PHN11_LH145_0085,LH198
PHN11_PHW65_0294,LH198
MO44_PHW65_0126,LH198
MOG_MO45-074-1-1-1-1-B,LH198
PHW65_MOG_0137,LH198
MOG_OH43_0367,LH198
PHN11_PHG47_0048,LH198
MO44_LH145_0127,LH198
MOG_LH145_0038,LH198
MO44_PHW65_0193,LH198
PHW65_MOG_0293,LH198
MO44_PHG47_0125,LH198
MOG_LH123HT-014-1-1-1-1-B,LH198
PHN11_PHW65_0359,LH198
PHN11_LH145_0003,LH198
MOG_OH43_0170,LH198
PHN11_OH43_0184,LH198
MOG_LH145_0162,LH198
MO44_PHW65_0075,LH198
MOG_PHG83-090-1-1-1-1-B,LH198
PHN11_PHG47_0388,LH198
PHN11_PHW65_0015,LH198
PHN11_OH43_0075,LH198
MO44_LH145_0138,LH198
PHW65_MOG_0511,LH198
MO44_LH145_0143,LH198
MO44_PHG47_0072,LH198
MOG_LH145_0175,LH198
MOG_MO45-030-1-1-1-1-B,LH198
MO44_PHW65_0025,LH198
MOG_LH145_0173,LH198
MOG_MO45-071-1-1-1-1-B,LH198
PHN11_OH43_0142,LH198
PHN11_LH145_0005,LH198
MOG_NC230-011-1-1-1-1-B,LH198
PHN11_LH145_0028,LH198
MOG_OH43_0439,LH198
B73_NC230-040-1-1-1-1,LH198
PHN11_PHW65_0328,LH198
PHN11_LH145_0062,LH198
PHN11_PHG47_0172,LH198
B73_NC230-129-1-1-1-1,LH198
MO44_PHW65_0035,LH198
PHN11_PHG47_0251,LH198
B73_NC230-041-1-1-1-1,LH198
MOG_LH123HT-031-1-1-1-1-B,LH198
B73_NC230-059-1-1-1-1,LH198
PHN11_OH43_0036,LH198
PHN11_PHW65_0275,LH198
Z013E0022,LH198
Z013E0034,LH198
Z013E0093,LH198
Z013E0079,LH198
Z013E0006,LH198
Z013E0090,LH198
Z013E0028,LH198
Z013E0073,LH198
Z013E0072,LH198
Z013E0087,LH198
Z013E0046,LH198
Z013E0063,LH198
M0028,LH198
M0118,LH198
M0012,LH198
M0143,LH198
M0287,LH198
M0309,LH198
M0051,LH198
M0045,LH198
M0024,LH198
M0317,LH198
M0346,LH198
M0325,LH198
M0001,LH198
M0297,LH198
M0154,LH198
M0114,LH198
M0003,LH198
M0027,LH198
M0008,LH198
M0101,LH198
M0369,LH198
M0186,LH198
M0087,LH198
M0015,LH198
M0041,LH198
M0039,LH198
M0266,LH198
M0311,LH198
M0354,LH198
M0296,LH198
M0058,LH198
M0022,LH198
M0077,LH198
M0272,LH198
M0365,LH198
M0062,LH198
M0061,LH198
M0085,LH198
M0106,LH198
M0151,LH198
M0014,LH198
M0030,LH198
M0323,LH198
M0276,LH198
M0269,LH198
M0172,LH198
M0083,LH198
M0262,LH198
M0033,LH198
M0326,LH198
Z022E0123,LH198
Z022E0005,LH198
Z022E0017,LH198
Z022E0005,LH198
Z022E0048,LH198
Z022E0110,LH198
Z022E0095,LH198
Z022E0050,LH198
Z022E0008,LH198
Z022E0053,LH198
Z022E0072,LH198
Z022E0079,LH198
Z022E0044,LH198
Z022E0025,LH198
Z022E0059,LH198
Z022E0020,LH198
Z022E0073,LH198
Z022E0097,LH198
Z022E0114,LH198
Z022E0160,LH198
Z022E0105,LH198
Z022E0166,LH198
Z022E0134,LH198
Z022E0023,LH198
M0118,LH198
Z022E0042,LH198
Z022E0027,LH198
Z022E0108,LH198
Z022E0142,LH198
Z022E0077,LH198
TX714,LH198
TX740,LH198
LH162,LH198
TX740,LH198
TX772,LH198
TX130 RP,LH198
TX303,LH198
TX772,LH198
F42,MO17
LH74,TX205
B14A,H95
LH198,CGR01
B37,MO17
LH74,PHG35
LH132,LH51
B73,MO17
WF9,MO17
WF9,OH43
B73,TX205
CG60,CG110
B73,PHN82
PHG39,PHM49
F42,OH43
PHW52,PHG35
B73,PHG35
WF9,C103
LH195,REDEAR-B
PHG39,PHN82
CG60,CG111
LH82,CG60
B37,H95
PHW52,PHM49
WF9,H95
PHG39,PHG35
B73,PHM49
LH162,CG60
CG108,LH162
B37,OH43
PHW52,TX205
LH74,PHM49
LH82,LH198
CG118,CGR03
PHW52,PHN82
LH82,CGR01
B37,C103
F42,C103
PHG39,TX205
F42,H95
B14A,OH43
LH74,PHN82
PHG39,PHG35
B14A,H95
PHW52,PHG35
B37,OH43
PHW52,PHM49
WF9,H95
F42,OH43
PHG39,PHM49
PHG39,TX205
B37,H95
F42,MO17
B37,MO17
LH74,PHN82
LH74,TX205
LH74,PHG35
LH74,PHM49
PHG39,PHN82
PHG39,TX205
B73,PHM49
B73,PHG35
PHW52,PHN82
B73,TX205
B37,C103
WF9,C103
WF9,MO17
F42,H95
B73,TX205
B73,PHN82
B14A,OH43
PHW52,TX205
PHN11_LH145_0028,CG102
PHN11_LH145_0005,CG102
PHN11_OH43_0036,CG102
PHN11_LH145_0062,CG102
MOG_PHG83-211-1-1-1-1-B,CG102
PHN11_PHW65_0312,CG102
MO44_PHW65_0035,CG102
PHN11_LH145_0036,CG102
MO44_LH145_0127,CG102
MO44_PHW65_0193,CG102
MO44_PHW65_0035,CG102
MO44_LH145_0138,CG102
PHW65_MOG_0293,CG102
PHN11_PHG47_0388,CG102
PHN11_LH145_0002,CG102
PHN11_PHG47_0287,CG102
PHN11_PHG47_0172,CG102
MO44_LH145_0127,CG102
MO44_PHW65_0035,CG102
PHN11_LH145_0002,CG102
PHN11_PHG47_0172,CG102
PHN11_LH145_0002,CG102
PHN11_PHG47_0172,CG102
MOG_OH43_0071,CG102
MO44_PHW65_0193,CG102
PHN11_LH145_0085,CG102
PHN11_PHW65_0328,CG102
MOG_MO45-085-1-1-1-1-B,CG102
PHN11_OH43_0088,CG102
MO44_PHW65_0035,CG102
PHW65_MOG_0293,CG102
PHN11_OH43_0142,CG102
PHN11_OH43_0001,CG102
PHN11_PHG47_0048,CG102
PHN11_PHG47_0388,CG102
PHW65_MOG_0511,CG102
MO44_LH145_0127,CG102
PHN11_PHG47_0385,CG102
PHN11_OH43_0075,CG102
MO44_LH145_0138,CG102
PHN11_LH145_0002,CG102
PHN11_LH145_0005,CG102
PHN11_PHG47_0287,CG102
PHN11_PHW65_0294,CG102
PHN11_OH43_0184,CG102
PHN11_PHG47_0048,CG102
PHN11_PHW65_0312,CG102
PHN11_PHG47_0287,CG102
MOG_MO45-085-1-1-1-1-B,CG102
MO44_PHG47_0072,CG102
PHN11_LH145_0002,CG102
MO44_PHG47_0125,CG102
PHN11_PHW65_0312,CG102
PHN11_LH145_0058,CG102
MO44_LH145_0138,CG102
PHN11_PHG47_0023,CG102
MOG_LH145_0175,CG102
PHN11_PHG47_0251,CG102
PHN11_PHW65_0312,CG102
PHN11_LH145_0003,CG102
CG120,CG102
PB80,CG102
CG65,CG102
W10004_0032,CG102
CG121,CG102
CGX333,CG102
W10004_0097,CG102
CG119,CG102
Z022E0005,CG102
Z022E0059,CG102
Z022E0053,CG102
Z022E0050,CG102
M0087,CG102
Z022E0073,CG102
Z022E0044,CG102
Z022E0025,CG102
M0027,CG102
Z022E0006,CG102
M0051,CG102
Z022E0110,CG102
Z022E0121,CG102
M0075,CG102
Z022E0027,CG102
Z022E0053,CG102
Z022E0134,CG102
Z022E0017,CG102
Z022E0005,CG102
Z022E0050,CG102
Z022E0006,CG102
M0027,CG102
Z022E0077,CG102
Z022E0142,CG102
Z022E0009,CG102
M0352,CG102
Z022E0072,CG102
M0027,CG102
M0355,CG102
M0024,CG102
M0352,CG102
M0014,CG102
M0027,CG102
M0035,CG102
M0352,CG102
M0008,CG102
M0015,CG102
M0051,CG102
M0076,CG102
M0075,CG102
M0186,CG102
M0087,CG102
M0062,CG102
M0378,CG102
M0346,CG102
M0052,CG102
M0052,CG102
M0269,CG102
M0154,CG102
M0022,CG102
M0323,CG102
M0028,CG102
M0352,CG102
M0360,CG102
M0114,CG102
M0067,CG102
M0030,CG102
M0058,CG102
M0012,CG102
M0075,CG102
M0027,CG102
M0101,CG102
M0014,CG102
M0297,CG102
M0027,CG102
M0041,CG102
M0266,CG102
M0309,CG102
M0276,CG102
M0354,CG102
M0325,CG102
M0311,CG102
M0087,CG102
M0326,CG102
M0092,CG102
M0172,CG102
M0083,CG102
M0262,CG102
CG122,CG102
CG123,CG102
CG60,CG102
W10005_0147,CG102
CGR03,CG102
W10005_0107,CG102
CG105,CG102
W10005_0029,CG102
CG108,CG102
CG44,CG102
CG108,CGR03
B73,MO17
CG65,CG108
LH132,LH51
CG118,CGR01
CG108,LH162
CG110,LH82
CG108,LH82
PHW52,PHG35
LH74,PHN82
LH74,TX205
CG102,LH82
CG60,CG111
CG44,CGR01
CG44,LH162
CG44,CGR03
CGR03,LH82
WF9,OH43
CG118,CGR03
CG108,CG102
CG119,CG44
B73,TX205
LH82,LH198
LH162,CG60
LH74,PHM49
LH82,CG60
CG102,CG60
LH195,REDEAR-B
CG44,CG110
CG119,CG108
PHG39,TX205
PHG39,PHN82
PHG39,PHM49
CG108,CG111
PHG39,PHG35
CG118,CG44
LH82,CGR01
LH198,CGR01
CG60,CG110
CG108,CGR01
CG108,CG110
LH74,PHG35
CG65,LH82
CG119,LH82
CGR01,LH198
W10005_0037,LH198
CGR03,LH198
W10005_0107,LH198
CG104,LH198
W10005_0220,LH198
W10005_0220,LH198
CG108,LH198
W10005_0029,LH198
W10005_0147,LH198
LH162,LH198
TX740,LH198
TX303,LH198
TX772,LH198
TX130 RP,LH198
TX205,LH198
TX714,LH198
TX772,LH198
PB80,CG102
W10004_0032,CG102
CG119,CG102
CG65,CG102
CG119,CG102
PB80,CG102
CGX333,CG102
TX303,LH198
TX772,LH198
TX772,LH198
LH162,LH198
TX740,LH198
TX740,LH198
LH198,CGR01
LH74,PHG35
CG108,CGR03
LH82,LH198
PHG39,PHG35
CG108,CG110
CG44,CGR01
CG44,LH162
CG108,CG102
CG60,CG110
CG102,CG60
LH195,REDEAR-B
CG102,LH82
PHG39,TX205
LH74,PHM49
CG119,CG44
CG119,LH82
PHG39,PHN82
LH82,CG60
CGR03,LH82
CG108,CGR01
CG44,CG110
CG118,CGR01
PHW52,PHG35
CG110,LH82
CG118,CGR03
WF9,OH43
CG119,CG108
CG118,CG44
LH74,TX205
CG65,LH82
LH162,CG60
B73,MO17
CG108,LH82
B14A,OH43
B73,TX205
LH132,LH51
CG65,CG108
PHG39,PHM49
CG108,LH162
CG108,CG111
LH74,PHN82
W10005_0220,LH198
W10005_0147,LH198
W10005_0147,LH198
W10005_0029,LH198
CGR03,LH198
W10005_0220,LH198
W10005_0147,LH198
W10005_0037,LH198
W10005_0107,LH198
W10005_0220,LH198
PHW65_MOG_0293,CG102
MO44_LH145_0127,CG102
PHN11_LH145_0058,CG102
MO44_PHG47_0125,CG102
MO44_LH145_0138,CG102
PHW65_MOG_0511,CG102
PHN11_LH145_0028,CG102
PHN11_PHG47_0287,CG102
PHN11_PHG47_0287,CG102
MO44_PHW65_0193,CG102
PHN11_PHW65_0312,CG102
MOG_OH43_0071,CG102
PHN11_PHG47_0385,CG102
PHN11_PHW65_0312,CG102
MO44_LH145_0127,CG102
PHN11_LH145_0002,CG102
PHN11_LH145_0005,CG102
PHN11_OH43_0075,CG102
MO44_PHG47_0072,CG102
MO44_PHW65_0035,CG102
PHN11_PHG47_0388,CG102
MOG_LH145_0175,CG102
PHW65_MOG_0511,CG102
MO44_PHG47_0072,CG102
PHN11_PHG47_0388,CG102
PHN11_LH145_0003,CG102
PHN11_PHG47_0287,CG102
PHN11_PHW65_0312,CG102
PHN11_PHW65_0328,CG102
MO44_PHW65_0035,CG102
MO44_PHW65_0035,CG102
PHN11_PHG47_0023,CG102
PHN11_PHG47_0172,CG102
PHN11_LH145_0028,CG102
MO44_LH145_0138,CG102
PHN11_PHG47_0048,CG102
PHW65_MOG_0293,CG102
MOG_MO45-085-1-1-1-1-B,CG102
MO44_LH145_0127,CG102
PHN11_PHG47_0251,CG102
PHN11_PHG47_0172,CG102
PHN11_LH145_0058,CG102
MOG_MO45-085-1-1-1-1-B,CG102
PHN11_PHG47_0172,CG102
PHN11_LH145_0002,CG102
PHN11_LH145_0036,CG102
PHN11_PHG47_0287,CG102
PHN11_LH145_0005,CG102
MO44_LH145_0138,CG102
PHN11_LH145_0002,CG102
PHN11_PHW65_0312,CG102
PHN11_LH145_0085,CG102
PHN11_LH145_0002,CG102
MO44_PHG47_0125,CG102
PHN11_PHG47_0048,CG102
MO44_PHW65_0035,CG102
MO44_PHW65_0193,CG102
PHN11_LH145_0085,CG102
MOG_LH145_0175,CG102
PHN11_LH145_0002,CG102
Z022E0044,CG102
Z022E0053,CG102
M0352,CG102
Z022E0005,CG102
Z022E0017,CG102
M0075,CG102
M0027,CG102
Z022E0006,CG102
M0027,CG102
Z022E0006,CG102
M0027,CG102
M0087,CG102
Z022E0134,CG102
M0052,CG102
Z022E0073,CG102
Z022E0005,CG102
Z022E0017,CG102
M0087,CG102
Z022E0142,CG102
M0051,CG102
Z022E0142,CG102
M0014,CG102
Z022E0050,CG102
Z022E0027,CG102
Z022E0073,CG102
Z022E0050,CG102
Z022E0053,CG102
M0035,CG102
M0035,CG102
M0276,CG102
M0346,CG102
M0038,CG102
M0360,CG102
M0378,CG102
M0087,CG102
M0360,CG102
M0027,CG102
M0309,CG102
M0087,CG102
M0154,CG102
M0028,CG102
M0052,CG102
M0309,CG102
M0083,CG102
M0027,CG102
M0276,CG102
M0012,CG102
M0075,CG102
M0058,CG102
M0014,CG102
M0172,CG102
M0114,CG102
M0172,CG102
M0269,CG102
M0075,CG102
M0012,CG102
M0075,CG102
M0154,CG102
M0051,CG102
M0051,CG102
M0027,CG102
M0092,CG102
M0323,CG102
M0052,CG102
M0355,CG102
M0087,CG102
M0269,CG102
M0352,CG102
M0014,CG102
M0262,CG102
M0352,CG102
M0092,CG102
M0028,CG102
M0323,CG102
M0172,CG102
M0352,CG102
M0264,CG102
B37,H95
PHG39,TX205
B73,TX205
B14A,H95
LH74,TX205
PHG39,PHG35
B14A,OH43
LH74,PHG35
B73,PHG35
B37,C103
PHW52,PHN82
WF9,MO17
LH74,PHN82
B73,TX205
B37,OH43
WF9,C103
PHG39,TX205
PHW52,PHG35
F42,H95
F42,MO17
B73,PHM49
PHG39,PHM49
PHW52,TX205
WF9,H95
B37,MO17
PHW52,PHM49
LH74,PHM49
B73,PHN82
F42,OH43
PHG39,PHN82
CG60,CG102
W10005_0147,CG102
CG105,CG102
CG123,CG102
CG108,CG102
CG122,CG102
W10005_0029,CG102
CG108,CG102
CG105,CG102
CG44,CG102
CG108,LH198
W10005_0147,LH198
W10005_0147,LH198
W10005_0220,LH198
CG60,LH198
W10005_0037,LH198
W10005_0107,LH198
CGR01,LH198
CG104,LH198
CGR03,LH198
TX772,LH185
W10005_0107,LH185
CGR03,LH185
TX740,LH185
W10005_0037,LH185
LH195,LH185
TX204,LH185
CG120,LH185
W10004_0076,LH185
W10005_0147,LH185
TX772W,LH185
CG65,LH185
TX130 RP,LH185
CGR01,LH185
TX772W,LH185
W10005_0029,LH185
W10004_0032,LH185
TX714,LH185
W10005_0220,LH185
PB80,LH185
M0075,LH185
M0311,LH185
M0028,LH185
M0159,LH185
M0378,LH185
M0355,LH185
M0014,LH185
M0151,LH185
M0346,LH185
M0352,LH185
M0101,LH185
M0045,LH185
M0272,LH185
M0027,LH185
M0287,LH185
M0369,LH185
M0030,LH185
M0114,LH185
M0052,LH185
M0317,LH185
M0039,LH185
M0076,LH185
M0085,LH185
M0163,LH185
M0172,LH185
M0323,LH185
M0022,LH185
M0106,LH185
M0118,LH185
M0041,LH185
M0325,LH185
M0296,LH185
M0143,LH185
M0266,LH185
M0012,LH185
M0042,LH185
M0088,LH185
M0083,LH185
M0051,LH185
M0186,LH185
M0003,LH185
M0058,LH185
M0008,LH185
M0077,LH185
M0001,LH185
M0154,LH185
M0269,LH185
M0099,LH185
M0035,LH185
M0297,LH185
Z022E0160,LH185
Z022E0008,LH185
Z022E0051,LH185
Z022E0114,LH185
Z022E0005,LH185
Z022E0042,LH185
Z022E0046,LH185
Z022E0003,LH185
Z022E0142,LH185
Z022E0130,LH185
Z022E0059,LH185
Z022E0077,LH185
Z022E0123,LH185
Z022E0027,LH185
Z022E0006,LH185
Z022E0053,LH185
Z022E0097,LH185
Z022E0048,LH185
Z022E0023,LH185
Z022E0108,LH185
Z022E0025,LH185
Z022E0149,LH185
Z022E0095,LH185
Z022E0110,LH185
Z022E0009,LH185
Z022E0105,LH185
Z022E0166,LH185
Z022E0121,LH185
Z022E0073,LH185
Z022E0017,LH185
M0045,LH198
M0062,LH198
M0296,LH198
M0311,LH198
M0106,LH198
M0323,LH198
M0354,LH198
M0024,LH198
M0101,LH198
M0012,LH198
M0008,LH198
M0003,LH198
M0114,LH198
M0266,LH198
M0287,LH198
M0186,LH198
M0058,LH198
M0061,LH198
M0027,LH198
M0317,LH198
M0309,LH198
M0083,LH198
M0297,LH198
M0087,LH198
M0325,LH198
M0172,LH198
M0001,LH198
M0346,LH198
M0151,LH198
M0143,LH198
M0028,LH198
M0022,LH198
M0030,LH198
M0269,LH198
M0041,LH198
M0326,LH198
M0365,LH198
M0118,LH198
M0015,LH198
M0077,LH198
M0085,LH198
M0262,LH198
M0154,LH198
M0039,LH198
M0276,LH198
M0014,LH198
M0051,LH198
M0369,LH198
M0272,LH198
M0033,LH198
Z022E0005,LH198
Z022E0114,LH198
Z022E0077,LH198
Z022E0023,LH198
Z022E0042,LH198
Z022E0123,LH198
Z022E0003,LH198
Z022E0110,LH198
Z022E0020,LH198
Z022E0008,LH198
Z022E0134,LH198
Z022E0105,LH198
Z022E0053,LH198
Z022E0073,LH198
Z022E0079,LH198
Z022E0166,LH198
Z022E0095,LH198
Z022E0142,LH198
Z022E0046,LH198
Z022E0072,LH198
Z022E0160,LH198
M0323,LH198
Z022E0059,LH198
Z022E0044,LH198
Z022E0108,LH198
Z022E0048,LH198
Z022E0027,LH198
Z022E0025,LH198
Z022E0097,LH198
Z022E0050,LH198
PHW52,TX205
PHG39,PHM49
CG44,CGR01
WF9,C103
WF9,H95
LH82,CGR01
B14A,MO17
CG44,CG110
LH82,CG60
CG108,CG102
B37,MO17
B14A,OH43
B37,H95
PHW52,PHN82
CG110,LH82
CG108,CG110
CGR03,LH82
CG108,LH82
WF9,MO17
WF9,OH43
CG102,LH82
LH198,CGR01
B73,TX205
PHW52,PHM49
F42,H95
CG108,CG111
B73,MO17
LH195,REDEAR-B
LH74,PHG35
PHG39,PHG35
CG65,CG108
LH74,PHN82
B73,PHG35
B37,OH43
CG108,CGR01
CG65,LH82
CG44,CGR03
CG118,CGR03
CG118,CG44
CG102,CG60
LH162,CG60
LH74,TX205
CG108,CGR03
LH74,PHM49
B73,PHM49
PHG39,TX205
F42,OH43
B37,C103
CG118,CGR01
PHW52,PHG35
CG119,LH82
LH132,LH51
LH82,LH198
B14A,H95
B73,PHN82
PHG39,PHN82
F42,MO17
B37,OH43
B73,PHM49
PHG39,PHN82
PHG39,TX205
LH74,PHG35
CG65,LH82
CG65,CG108
B73,PHN82
LH162,CG60
LH82,LH198
CG118,CG44
WF9,OH43
CG118,CGR03
LH74,TX205
PHG39,PHG35
PHG39,PHM49
PHW52,PHN82
CG110,LH82
B37,C103
WF9,MO17
B14A,OH43
B73,MO17
CG44,CGR01
B73,TX205
PHW52,PHG35
B37,H95
CG102,CG60
LH74,PHM49
LH74,PHN82
WF9,C103
B14A,MO17
WF9,H95
F42,H95
LH82,CGR01
CG119,LH82
F42,OH43
CG108,CGR01
CG108,CGR03
PHW52,TX205
LH132,LH51
CG102,LH82
CG108,CG110
B14A,H95
CG44,CGR03
CG44,CG110
F42,MO17
LH198,CGR01
B37,MO17
PHW52,PHM49
B73,PHG35
CG118,CGR01
LH195,REDEAR-B
CG108,CG102
CGR03,LH82
CG108,CG111
CG108,LH82
LH82,CG60
M0296,LH198
M0325,LH198
M0114,LH198
M0297,LH198
M0172,LH198
M0015,LH198
M0033,LH198
M0061,LH198
M0087,LH198
M0014,LH198
M0369,LH198
M0106,LH198
M0085,LH198
M0276,LH198
M0317,LH198
M0041,LH198
M0062,LH198
M0154,LH198
M0323,LH198
M0326,LH198
M0151,LH198
M0051,LH198
M0309,LH198
M0039,LH198
M0027,LH198
M0354,LH198
M0003,LH198
M0022,LH198
M0287,LH198
M0272,LH198
M0266,LH198
M0024,LH198
M0012,LH198
M0077,LH198
M0001,LH198
M0083,LH198
M0186,LH198
M0269,LH198
M0346,LH198
M0028,LH198
M0365,LH198
M0101,LH198
M0058,LH198
M0262,LH198
M0008,LH198
M0030,LH198
M0143,LH198
M0118,LH198
M0311,LH198
M0045,LH198
TX130 RP,LH185
TX204,LH185
LH195,LH185
W10004_0076,LH185
CG65,LH185
W10005_0037,LH185
W10005_0107,LH185
TX204,LH185
CG120,LH185
W10005_0107,LH185
W10005_0037,LH185
TX740,LH185
W10004_0032,LH185
CGR01,LH185
TX772W,LH185
TX772,LH185
PB80,LH185
W10005_0147,LH198
W10005_0037,LH198
W10005_0107,LH198
W10005_0220,LH198
CGR03,LH198
CG104,LH198
W10005_0220,LH198
W10005_0147,LH198
W10005_0220,LH198
W10005_0029,LH198
M0003,LH185
M0052,LH185
M0287,LH185
M0118,LH185
M0076,LH185
M0266,LH185
M0151,LH185
M0088,LH185
M0317,LH185
M0346,LH185
M0022,LH185
M0008,LH185
M0311,LH185
M0039,LH185
M0077,LH185
M0272,LH185
M0355,LH185
M0101,LH185
M0159,LH185
M0075,LH185
M0163,LH185
M0085,LH185
M0058,LH185
M0269,LH185
M0143,LH185
M0001,LH185
M0378,LH185
M0114,LH185
M0027,LH185
M0154,LH185
M0099,LH185
M0323,LH185
M0352,LH185
M0325,LH185
M0041,LH185
M0296,LH185
M0045,LH185
M0051,LH185
M0106,LH185
M0035,LH185
M0186,LH185
M0014,LH185
M0028,LH185
M0297,LH185
M0012,LH185
M0030,LH185
M0172,LH185
M0369,LH185
M0083,LH185
M0042,LH185
Z022E0160,LH185
Z022E0048,LH185
Z022E0077,LH185
Z022E0006,LH185
Z022E0053,LH185
Z022E0005,LH185
Z022E0009,LH185
Z022E0023,LH185
Z022E0108,LH185
Z022E0095,LH185
Z022E0025,LH185
Z022E0042,LH185
Z022E0046,LH185
Z022E0105,LH185
Z022E0073,LH185
Z022E0110,LH185
Z022E0149,LH185
Z022E0051,LH185
Z022E0027,LH185
Z022E0008,LH185
Z022E0166,LH185
Z022E0142,LH185
Z022E0123,LH185
Z022E0017,LH185
Z022E0114,LH185
Z022E0097,LH185
Z022E0121,LH185
Z022E0003,LH185
Z022E0130,LH185
Z022E0059,LH185
Z022E0050,LH198
Z022E0077,LH198
Z022E0166,LH198
Z022E0027,LH198
Z022E0105,LH198
Z022E0020,LH198
Z022E0134,LH198
Z022E0079,LH198
Z022E0108,LH198
Z022E0008,LH198
Z022E0017,LH198
Z022E0095,LH198
Z022E0123,LH198
Z022E0073,LH198
Z022E0005,LH198
Z022E0053,LH198
Z022E0023,LH198
Z022E0110,LH198
Z022E0097,LH198
Z022E0059,LH198
Z022E0072,LH198
Z022E0160,LH198
Z022E0025,LH198
Z022E0048,LH198
