First Allele, Second Allele, Yield Rate [bu/Ad],Grain yield [bu/A]
WF9,H95,1.077556102,175.6416447
LH74,TX205,0.903620817,147.2901932
LH82,CG60,0.466368302,76.01803328
PHW52,PHM49,0.854970656,139.360217
PHW52,PHN82,0.928148761,151.2882481
LH198,CGR01,0.993958377,162.0152155
B73,PHM49,0.957919955,156.1409527
PHW52,PHG35,0.765145829,124.7187702
B37,C103,0.753479302,122.8171263
PHG39,PHG35,0.86227524,140.5508641
PHG39,PHM49,0.771417517,125.7410552
B37,H95,0.986497745,160.7991324
LH162,CG60,0.533527371,86.96496147
LH82,LH198,0.617538255,100.6587355
B73,PHN82,0.776901528,126.634949
Z013E0026,LH195,0.902638452,147.1300676
Z013E0037,LH195,0.745914637,121.5840859
Z013E0062,LH195,0.718680356,117.1448981
Z013E0074,LH195,0.649937018,105.9397339
Z013E0046,LH195,0.950472698,154.9270498
Z013E0082,LH195,0.740059081,120.6296302
Z013E0032,LH195,0.599228495,97.67424473
Z013E0044,LH195,0.635922323,103.6553387
Z013E0021,LH195,0.586744568,95.63936464
Z013E0027,LH195,0.696982102,113.6080826
Z013E0012,LH195,0.626425622,102.1073764
Z013E0047,LH195,0.83679391,136.3974074
Z013E0022,LH195,0.648004982,105.624812
PHV63,PB80,0.589486574,96.08631151
PHV63,PB80,0.732353229,119.3735763
(TX739);LAMA2002-10-1-B-B-B-B3-B7ORANGE-B6,PB80,1.023735515,166.868889
LH59,PB80,0.759409168,123.7836944
LH38,PB80,0.932156994,151.94159
???TX205,PB80,0.791525556,129.0186657
LH57,PB80,0.556619664,90.72900516
PHB47,PB80,0.722975421,117.8449937
W10005_0111,PB80,0.758874142,123.6964852
LH162,PB80,0.396988878,64.70918714
W10004_0097,PB80,0.650323425,106.0027183
LH212HT,PB80,0.598470543,97.55069844
LH51,PB80,0.735771447,119.9307458
Z022E0036,PB80,0.554687627,90.41408324
Z022E0094,PB80,0.552101671,89.99257236
Z022E0123,PB80,0.539929842,88.00856427
Z022E0050,PB80,0.515497014,84.02601322
Z022E0006,PB80,0.472048489,76.94390373
Z022E0072,PB80,0.521783563,85.05072069
Z022E0155,PB80,0.517325017,84.3239778
Z022E0023,PB80,0.585340127,95.41044062
Z022E0147,PB80,0.711429275,115.9629719
Z022E0059,PB80,0.673455845,109.7733027
Z022E0016,PB80,0.60490571,98.59963068
Z022E0060,PB80,0.796188452,129.7787176
Z022E0009,PB80,0.569802096,92.87774164
Z022E0110,PB80,0.790462936,128.8454586
Z022E0083,PB80,0.560825558,91.41456595
Z022E0051,PB80,0.585340127,95.41044062
Z022E0108,PB80,0.538778051,87.82082235
Z022E0029,PB80,0.565789405,92.22367304
Z022E0121,PB80,0.575901386,93.87192592
M0368,PB80,0.507204119,82.67427144
M0328,PB80,0.549515715,89.57106148
M0056,PB80,0.599264164,97.68005868
M0382,PB80,0.572068523,93.24716928
M0275,PB80,0.56112651,91.4636211
M0315,PB80,0.69819334,113.8055145
M0264,PB80,0.503999168,82.15186442
M0075,PB80,0.513624425,83.7207812
M0323,PB80,0.621968563,101.3808757
M0030,PB80,0.63207014,103.0274329
M0008,PB80,0.666166123,108.585078
M0048,PB80,0.581710128,94.81875079
M0039,PB80,0.269682547,43.95825508
M0369,PB80,0.741612141,120.882779
M0029,PB80,0.563025107,91.77309245
M0015,PB80,0.586276421,95.56305663
M0262,PB80,0.543199442,88.54150905
M0031,PB80,0.75517355,123.0932886
M0276,PB80,0.639288525,104.2040296
M0010,PB80,0.708700645,115.5182052
M0325,PB80,0.712051985,116.0644736
M0164,PB80,0.813840576,132.6560139
M0028,PB80,0.595825139,97.11949766
M0052,PB80,0.522199693,85.11855003
M0310,PB80,0.757061001,123.4009431
M0266,PB80,0.56942312,92.8159685
M0007,PB80,0.689380282,112.368986
M0326,PB80,0.692337784,112.8510588
M0143,PB80,0.705758006,115.0385549
PHB47,LH195,0.793041462,129.2657583
W10005_0346,LH195,0.714125209,116.4024091
W10004_0097,LH195,0.612782473,99.88354313
TX303,LH195,0.978914502,159.5630638
LH216,LH195,0.89685126,146.1867553
Z022E0108,LH195,0.653028276,106.443609
Z022E0017,LH195,0.606912055,98.92666499
Z022E0077,LH195,0.733787394,119.6073452
Z022E0147,LH195,0.761519546,124.127686
Z022E0048,LH195,0.795052266,129.5935193
Z022E0060,LH195,0.739873309,120.5993493
Z022E0097,LH195,0.711219724,115.928815
Z022E0110,LH195,0.644259803,105.0143479
Z022E0121,LH195,0.828843581,135.1015037
Z022E0155,LH195,0.848022757,138.2277094
PHN11_PHW65_0237,PB80,0.74544649,121.5077779
MOG_MO45-030-1-1-1-1-B,PB80,0.950658471,154.9573307
MOG_MO45-085-1-1-1-1-B,PB80,0.605012715,98.61707251
PHW65_MOG_0311,PB80,0.815780043,132.972147
PHN11_PHG47_0390,PB80,0.719361028,117.2558475
MOG_LH123HT-059-1-1-1-1-B,PB80,1.194399714,194.6871534
MOG_LH145_0131,PB80,0.672952029,109.6911807
PHN11_OH43_0215,PB80,0.749867881,122.2284646
MOG_NC230-043-1-1-1-1-B,PB80,0.964281556,157.1778937
MOG_LH123HT-019-1-1-1-1-B,PB80,0.86023174,140.2177737
MO44_LH145_0081,PB80,0.807828971,131.6761222
MOG_PHG83-197-1-1-1-1-B,PB80,0.979535726,159.6643233
PHN11_OH43_0142,PB80,0.838358117,136.652373
MOG_MO45-054-1-1-1-1-B,PB80,0.872886578,142.2805122
MOG_NC230-011-1-1-1-1-B,PB80,0.711583838,115.9881656
PHN11_PHW65_0359,PB80,0.736395643,120.0324898
MOG_PHG83-129-1-1-1-1-B,PB80,0.837671501,136.5404546
B73_NC230-128-1-1-1-1,PB80,0.658051571,107.262406
MOG_NC230-010-1-1-1-1-B,PB80,0.849676877,138.497331
MOG_MO45-078-1-1-1-1-B,PB80,0.742689623,121.0584085
MOG_PHG83-090-1-1-1-1-B,PB80,0.809047639,131.8747652
MOG_MO45-071-1-1-1-1-B,PB80,0.693972584,113.1175312
MOG_LH123HT-199-1-1-1-1-B,PB80,0.873830304,142.4343395
MO44_LH145_0107,PB80,0.696549623,113.5375886
MOG_MO45-139-1-1-1-1-B,PB80,0.704093482,114.7672376
MOG_LH145_0173,PB80,0.912627079,148.7582139
MOG_OH43_0402,PB80,0.782296367,127.5143079
MOG_LH145_0163,PB80,0.789296283,128.6552942
PHW65_MOG_0029,PB80,0.894146409,145.7458646
MOG_OH43_0179,PB80,0.826331934,134.6921052
PHN11_PHW65_0328,PB80,0.629522825,102.6122204
MOG_OH43_0300,PB80,0.704925744,114.9028962
MOG_LH145_0175,PB80,0.65759234,107.1875514
MOG_MO45-055-1-1-1-1-B,PB80,0.924910371,150.7603905
MOG_NC230-009-1-1-1-1-B,PB80,0.892422437,145.4648573
MOG_MO45-128-1-1-1-1-B,PB80,0.730019923,118.9932475
MOG_PHG83-069-1-1-1-1-B,PB80,1.014920971,165.4321183
PHN11_PHW65_0275,PB80,0.728510706,118.747245
PHW65_MOG_0176,PB80,0.738691794,120.4067624
MOG_NC230-008-1-1-1-1-B,PB80,0.67531803,110.0768389
B73_NC230-127-1-1-1-1,PB80,0.60907445,99.27913529
PHN11_OH43_0075,PB80,0.622048817,101.3939571
MOG_MO45-045-1-1-1-1-B,PB80,1.014282656,165.3280729
MOG_PHG83-224-1-1-1-1-B,PB80,1.053331339,171.6930083
B73_NC230-041-1-1-1-1,PB80,0.603308064,98.33921448
MOG_NC230-007-1-1-1-1-B,PB80,0.918103659,149.6508964
MOG_NC230-028-1-1-1-1-B,PB80,0.951727779,155.1316279
PHN11_OH43_0045,PB80,0.769544928,125.4358232
MOG_MO45-074-1-1-1-1-B,PB80,1.030365372,167.9495557
M0382,LH195,0.69018282,112.4997997
M0001,LH195,0.672660737,109.6437002
M0164,LH195,0.697383371,113.6734895
M0321,LH195,0.696239755,113.48708
M0057,LH195,0.902052896,147.034622
M0154,LH195,0.697806933,113.7425301
M0276,LH195,0.784889755,127.93703
M0066,LH195,0.637438229,103.9024313
M0010,LH195,0.73465681,119.7490601
M0383,LH195,0.659307394,107.4671052
M0031,LH195,0.707860953,115.3813353
M0326,LH195,0.727515707,118.5850602
M0099,LH195,0.778610637,126.9135338
M0007,LH195,0.726653721,118.4445566
M0058,LH195,0.750819037,122.3835031
M0127,LH195,0.730309729,119.0404858
M0325,LH195,0.810006227,132.031015
M0039,LH195,0.730101663,119.0065711
Z013E0066,PB80,0.703444764,114.6614965
Z013E0012,PB80,0.578362503,94.273088
Z013E0003,PB80,0.611957642,99.74909569
Z013E0074,PB80,0.543050824,88.51728429
Z013E0021,PB80,0.714125209,116.4024091
Z013E0058,PB80,0.779532069,127.0637273
Z013E0042,PB80,0.73392115,119.6291475
Z013E0032,PB80,0.663859569,108.2091097
Z013E0009,PB80,0.697851518,113.7497975
Z013E0111,PB80,0.669189017,109.0778097
Z013E0044,PB80,0.804678265,131.1625572
Z013E0007,PB80,0.902309262,147.0764097
Z013E0087,PB80,0.794616815,129.5225408
Z013E0078,PB80,0.801378942,130.6247675
Z013E0027,PB80,0.77308204,126.0123726
Z013E0022,PB80,1.003105826,163.5062496
Z013E0026,PB80,0.917568633,149.5636872
Z013E0069,PB80,0.908317152,148.0556957
Z013E0046,PB80,0.827862701,134.9416203
Z013E0062,PB80,0.594398404,96.88693993
Z013E0006,PB80,0.727515707,118.5850602
Z013E0037,PB80,0.732917978,119.4656304
LH195,REDEAR-B,0.893954691,145.7146146
PHG39,PHN82,1.071856595,174.712625
LH74,PHM49,0.829744207,135.2483058
B73,PHG35,0.88116461,143.6298315
B73,PHN82,0.768772113,125.3098545
LH82,LH198,0.602795332,98.25563905
LH162,CG60,0.304717053,49.66887961
LH74,PHG35,0.766052401,124.8665413
LH132,LH51,0.657237143,107.1296543
LH82,CGR01,0.312046158,50.8635238
LH198,CGR01,0.861435547,140.4139942
B37,H95,0.957814436,156.1237531
LH82,CG60,0.606362168,98.83703336
B37,C103,0.871794234,142.1024602
B73,TX205,0.946660642,154.3056846
LH74,PHN82,1.007348875,164.1978666
B73,PHM49,0.931509018,151.83597
LH74,TX205,1.069961714,174.4037593
WF9,H95,0.869698718,141.7608911
PHG39,PHG35,0.826881821,134.7817368
B73,MO17,0.638954134,104.1495239
PHW52,PHN82,1.06304428,173.2762177
PHW52,PHG35,0.963045796,156.9764648
PHW52,PHM49,0.917836146,149.6072918
PHG39,PHM49,0.956684938,155.9396449
PHN11_PHW65_0359,LH195,0.71666658,116.8166525
PHN11_PHW65_0015,LH195,0.684423866,111.5610902
PHN11_PHG47_0251,LH195,0.734916892,119.7914534
PHN11_PHW65_0294,LH195,0.829824461,135.2613871
PHN11_PHW65_0237,LH195,1.109375255,180.8281665
B73_NC230-041-1-1-1-1,LH195,0.633856531,103.3186145
PHN11_PHW65_0101,LH195,1.003105826,163.5062496
MOG_MO45-055-1-1-1-1-B,LH195,1.00256337,163.4178293
PHN11_LH145_0028,LH195,0.821591014,133.9193353
B73_NC230-126-1-1-1-1,LH195,0.715819456,116.6785714
MOG_LH123HT-031-1-1-1-1-B,LH195,1.028556689,167.6547403
MOG_MO45-074-1-1-1-1-B,LH195,0.847680935,138.1719924
B73_NC230-128-1-1-1-1,LH195,0.883260127,143.9714007
PHN11_PHG47_0048,LH195,0.837166199,136.4580904
MOG_MO45-085-1-1-1-1-B,LH195,1.078158749,175.7398761
PHN11_OH43_0142,LH195,0.774003473,126.1625661
MOG_LH123HT-200-1-1-1-1-B,LH195,0.890579572,145.1644703
MOG_PHG83-119-1-1-1-1-B,LH195,0.79556054,129.676368
MOG_LH145_0131,LH195,0.79556054,129.676368
MOG_LH145_0162,LH195,0.886403401,144.4837544
PHN11_PHG47_0287,LH195,0.72852631,118.7497886
MOG_PHG83-090-1-1-1-1-B,LH195,0.864865655,140.9731018
PHN11_PHW65_0275,LH195,0.76919196,125.3782894
PHN11_PHW65_0065,LH195,0.820617565,133.7606631
B73_NC230-129-1-1-1-1,LH195,0.691520384,112.7178226
MOG_MO45-030-1-1-1-1-B,LH195,0.886358816,144.476487
MO44_LH145_0127,LH195,0.906333099,147.7322952
MOG_PHG83-129-1-1-1-1-B,LH195,0.796504265,129.8301952
MO44_LH145_0143,LH195,0.797447991,129.9840225
MOG_PHG83-069-1-1-1-1-B,LH195,0.797447991,129.9840225
PHW65_MOG_0176,LH195,0.877798409,143.0811406
PHN11_PHW65_0323,LH195,0.699456595,114.011425
PHN11_PHG47_0388,LH195,0.7832178,127.6645014
MOG_MO45-071-1-1-1-1-B,LH195,0.959327369,156.3703612
PHN11_PHW65_0312,LH195,0.844671417,137.681441
PHN11_PHG47_0172,LH195,0.967526634,157.7068414
PHW65_MOG_0012,LH195,0.872797407,142.2659774
PHN11_PHW65_0328,LH195,0.852696799,138.9895782
MOG_LH145_0163,LH195,1.004724278,163.7700573
PHN11_OH43_0215,LH195,0.722953129,117.84136
MOG_MO45-054-1-1-1-1-B,LH195,0.886358816,144.476487
MOG_OH43_0300,LH195,1.059915125,172.7661653
B73_NC230-032-1-1-1-1,LH195,0.819364713,133.5564483
PHW65_MOG_0029,LH195,1.035524652,168.7905183
MO44_LH145_0138,LH195,0.495567316,80.77747249
M0075,LH185,0.525858011,83.6114237
M0287,LH185,0.357976476,56.9182597
M0106,LH185,0.319562871,50.81049648
M0014,LH185,0.282000167,44.8380265
M0012,LH185,0.538872955,85.68079986
M0346,LH185,0.346036075,55.01973595
M0035,LH185,0.366456371,58.26656295
M0269,LH185,0.430515437,68.45195456
M0039,LH185,0.44235725,70.33480281
M0378,LH185,0.420818742,66.9101799
M0008,LH185,0.283330113,45.04948791
M0027,LH185,0.270203347,42.96233216
M0076,LH185,0.33784599,53.71751235
M0323,LH185,0.458771828,72.94472065
M0001,LH185,0.321697401,51.1498868
M0369,LH185,0.444612204,70.69334038
M0085,LH185,0.577297808,91.79035155
M0272,LH185,0.304569549,48.42655831
M0022,LH185,0.446135356,70.93552157
M0077,LH185,0.462428849,73.52618695
M0143,LH185,0.540210841,85.89352373
M0052,LH185,0.213177776,33.89526635
M0088,LH185,0.345301627,54.90295875
M0045,LH185,0.603795494,96.00348359
M0003,LH185,0.480781442,76.4442493
M0352,LH185,0.489361248,77.80843846
M0325,LH185,0.55181247,87.73818269
M0051,LH185,0.36446476,57.94989684
M0101,LH185,0.242122959,38.49755052
M0030,LH185,0.355385397,56.50627815
M0163,LH185,0.451525276,71.79251893
M0114,LH185,0.223720079,35.5714926
M0355,LH185,0.095835513,15.23784663
M0042,LH185,0.127805166,20.32102141
M0297,LH185,0.144197909,22.92746749
M0154,LH185,0.060720968,9.654633977
M0186,LH185,0.17848405,28.37896388
M0028,LH185,0.268920379,42.75834028
M0151,LH185,0.127072703,20.20455983
M0172,LH185,0.180592775,28.71425121
M0266,LH185,0.380751636,60.53951017
M0317,LH185,0.32651829,51.91640814
M0159,LH185,0.203009313,32.27848075
M0041,LH185,0.455184944,72.37440605
M0296,LH185,0.644143807,102.4188653
M0311,LH185,0.551463111,87.68263461
M0099,LH185,0.234255766,37.24666681
M0083,LH185,0.563897114,89.65964106
M0118,LH185,0.573663284,91.21246222
M0325,LH198,0.677152935,107.6673166
M0151,LH198,0.50872685,80.88756919
M0154,LH198,0.554336059,88.13943336
M0012,LH198,0.624893335,99.35804019
M0085,LH198,0.674002749,107.1664371
M0024,LH198,0.567589203,90.24668321
M0186,LH198,0.646938679,102.8632499
M0083,LH198,0.402874395,64.05702883
M0311,LH198,0.466194382,74.12490681
M0262,LH198,0.482530222,76.72230529
M0266,LH198,0.359118509,57.09984299
M0008,LH198,0.522351188,83.05383887
M0297,LH198,0.333452536,53.01895324
M0087,LH198,0.47466766,75.47215801
M0014,LH198,0.656547373,104.3910323
Z022E0105,LH185,0.760385059,120.9012244
Z022E0095,LH185,0.73770584,117.2952286
Z022E0048,LH185,0.666226204,105.9299665
Z022E0053,LH185,0.418211783,66.49567344
Z022E0123,LH185,0.184752661,29.37567307
Z022E0160,LH185,0.532905401,84.7319588
Z022E0077,LH185,0.804777467,127.9596172
Z022E0008,LH185,0.802859962,127.654734
Z022E0003,LH185,0.279140452,44.38333185
Z022E0121,LH185,0.530357331,84.32681556
Z022E0023,LH185,0.771633359,122.6897041
Z022E0097,LH185,0.819909076,130.3655431
Z022E0114,LH185,0.608223354,96.70751334
Z022E0006,LH185,0.785789675,124.9405583
Z022E0025,LH185,0.86764289,137.9552195
Z022E0009,LH185,0.834480256,132.6823607
Z022E0051,LH185,0.512795426,81.5344728
Z022E0059,LH185,0.736541972,117.1101736
Z022E0046,LH185,0.483343408,76.85160185
Z022E0073,LH185,0.50475223,80.25560464
Z022E0017,LH185,0.816115753,129.7624047
Z022E0142,LH185,0.546159207,86.83931386
Z022E0005,LH185,0.689768896,109.6732544
Z022E0110,LH185,0.821327686,130.591102
Z022E0130,LH185,0.680042425,108.1267455
Z022E0108,LH185,0.536596829,85.31889574
Z022E0027,LH185,0.349315285,55.54113037
Z022E0042,LH185,0.654953423,104.1375942
Z022E0149,LH185,0.733485081,116.6241279
Z022E0166,LH185,0.690238016,109.7478445
Z013E0079,LH185,0.636262057,101.1656671
Z013E0037,LH185,0.349746029,55.60961862
Z013E0073,LH185,0.763197134,121.3483443
Z013E0072,LH185,0.603172206,95.90438078
Z013E0056,LH185,0.257427263,40.93093489
Z013E0007,LH185,0.347405721,55.23750964
Z013E0067,LH185,0.147021894,23.37648109
Z013E0006,LH185,0.485331049,77.16763672
Z013E0014,LH185,0.142390241,22.64004829
Z013E0087,LH185,0.032849667,5.223097015
Z013E0036,LH185,0.226384603,35.99515187
Z013E0020,LH185,0.045055395,7.163807846
Z013E0063,LH185,0.143078372,22.74946116
Z013E0093,LH185,0.160716368,25.55390246
Z013E0039,LH185,0.0980243,15.58586373
Z013E0034,LH185,0.057973737,9.217824123
Z013E0002,LH185,0.088619398,14.09048433
Z013E0046,LH185,0.225527086,35.8588066
Z013E0078,LH185,0.108388616,17.23378992
Z013E0028,LH185,0.144493011,22.97438878
Z013E0022,LH185,0.146668565,23.32030179
Z013E0055,LH185,0.292816399,46.55780749
Z013E0059,LH185,0.630689517,100.2796332
Z013E0090,LH185,0.663782015,105.5413404
Z013E0045,LH185,0.647338324,102.9267935
Z013E0080,LH185,0.396534324,63.04895753
Z013E0026,LH185,0.733129767,116.567633
Z013E0082,LH185,0.801614709,127.4567388
Z013E0032,LH185,0.752826202,119.6993661
Z013E0052,LH185,0.657037005,104.4688838
CG65,LH185,0.585754545,93.13497264
CG120,LH185,0.40339314,64.1395093
TX130 RP,LH185,0.197520804,31.40580788
TX205,LH185,0.745176696,118.4830947
W10005_0029,LH185,0.725316831,115.3253761
TX772W,LH185,0.663545139,105.5036771
W10005_0037,LH185,0.755085787,120.0586401
TX204,LH185,0.812132531,129.1290725
TX772,LH185,0.486366554,77.33228205
W10005_0147,LH185,0.391693585,62.27928006
W10004_0076,LH185,0.517421786,82.27006396
CG123,LH185,0.53403751,84.91196402
TX714,LH185,0.808518519,128.5544445
LH195,LH185,0.655703089,104.2567912
PB80,LH185,0.97987247,155.7997227
CGR03,LH185,0.919920355,146.2673365
CGR01,LH185,0.895291872,142.3514077
W10005_0220,LH185,1.058621154,168.3207635
W10004_0032,LH185,0.638701615,101.5535568
W10005_0107,LH185,0.849924833,135.1380485
TX740,LH185,0.374766879,59.58793379
PHG39,TX205,0.740224136,117.6956377
B37,OH43,0.688459461,109.4650543
WF9,OH43,0.687833526,109.3655307
WF9,H95,0.644170274,102.4230735
PHG39,PHM49,0.497333646,79.07604971
B73,TX205,0.579788976,92.18644719
PHG39,PHN82,0.983405759,156.3615157
LH132,LH51,0.694301299,110.3939065
B73,PHM49,0.656139787,104.3262262
LH74,PHG35,0.688759195,109.512712
LH74,TX205,0.916888608,145.7852887
F42,C103,0.19281703,30.65790777
PHG39,PHG35,0.466310835,74.14342283
CG108,CGR03,0.059496227,9.459900104
LH162,CG60,0.026886745,4.27499239
B37,H95,0.594084903,94.45949963
WF9,MO17,0.19383467,30.81971258
B14A,OH43,0.417041959,66.30967155
B73,PHG35,0.710900481,113.0331764
F42,MO17,0.301613231,47.95650378
B37,C103,0.06845252,10.88395073
CG108,CGR01,0.0,0.0
LH82,CG60,0.048351147,7.687832384
B14A,MO17,0.095991005,15.26256973
LH82,LH198,0.144299805,22.94366901
B73,MO17,0.292091876,46.44260836
LH82,CGR01,0.08372705,13.31260089
B73,PHN82,0.048480172,7.708347297
LH74,PHM49,0.297298516,47.27046403
LH198,CGR01,0.076848384,12.21889298
PHW52,TX205,0.335285347,53.31037022
LH195,REDEAR-B,0.238583053,37.93470545
WF9,C103,0.074238778,11.8039657
B37,MO17,0.500311799,79.549576
LH74,PHN82,0.524647164,83.41889912
F42,OH43,0.363418668,57.78356824
PHW52,PHM49,0.283516702,45.07915563
PHW52,PHN82,0.369486795,58.74840041
F42,H95,0.172992233,27.50576499
PHW52,PHG35,0.682631518,108.5384114
B14A,H95,0.44458309,70.68871138
CG44,CGR01,0.562236335,89.3955773
B73_NC230-040-1-1-1-1,LH185,0.261435628,41.56826487
MOG_NC230-010-1-1-1-1-B,LH185,0.468954848,74.56382076
PHN11_PHG47_0388,LH185,0.625679392,99.48302335
PHW65_MOG_0137,LH185,0.848958141,134.9843444
PHN11_PHW65_0328,LH185,0.828385663,131.7133204
MOG_LH123HT-199-1-1-1-1-B,LH185,0.615713399,97.89843038
MO44_PHG47_0072,LH185,0.613410806,97.53231808
PHN11_PHW65_0015,LH185,0.509389177,80.99287908
PHW65_MOG_0293,LH185,0.676857171,107.6202902
MOG_LH145_0175,LH185,0.650284055,103.3951648
MOG_MO45-074-1-1-1-1-B,LH185,0.637806382,101.4112148
PHN11_PHG47_0251,LH185,0.51989972,82.66405551
MOG_MO45-030-1-1-1-1-B,LH185,0.672763452,106.9693888
PHN11_LH145_0005,LH185,0.575648278,91.52807627
MOG_LH123HT-200-1-1-1-1-B,LH185,0.492615977,78.32594031
MOG_PHG83-014-1-1-1-1-B,LH185,0.600767055,95.52196174
PHW65_MOG_0176,LH185,0.77570392,123.3369233
MO44_PHW65_0193,LH185,0.825555061,131.2632547
PHN11_LH145_0028,LH185,0.492216331,78.26239668
MOG_LH123HT-045-1-1-1-1-B,LH185,0.877733938,139.5596962
PHN11_OH43_0036,LH185,0.797301979,126.7710146
MOG_LH145_0162,LH185,0.709582445,112.8236087
MOG_MO45-085-1-1-1-1-B,LH185,0.582882258,92.6782791
PHW65_MOG_0012,LH185,0.983436196,156.3663551
PHN11_OH43_0142,LH185,0.943153387,149.9613886
MOG_LH123HT-031-1-1-1-1-B,LH185,0.966492286,153.6722735
PHW65_MOG_0271,LH185,1.027448808,163.3643604
B73_NC230-129-1-1-1-1,LH185,0.565626705,89.93464611
MO44_LH145_0138,LH185,0.700637399,111.4013465
MOG_OH43_0367,LH185,0.864266415,137.41836
MO44_LH145_0127,LH185,0.823007652,130.8582167
MO44_PHW65_0025,LH185,0.747657277,118.8775071
MOG_LH123HT-014-1-1-1-1-B,LH185,0.694165657,110.3723395
MOG_OH43_0170,LH185,0.781799837,124.3061741
MO44_PHW65_0126,LH185,0.885065845,140.7254693
MOG_PHG83-090-1-1-1-1-B,LH185,0.804732474,127.9524633
MOG_OH43_0416,LH185,0.821088825,130.5531231
MOG_NC230-183-1-1-1-1-B,LH185,0.638314541,101.492012
PHN11_OH43_0075,LH185,0.534213512,84.93994847
PHN11_LH145_0002,LH185,0.283224246,45.03265516
MOG_PHG83-224-1-1-1-1-B,LH185,0.716185858,113.8735514
PHN11_PHW65_0275,LH185,0.721551958,114.7267614
MOG_PHG83-211-1-1-1-1-B,LH185,0.593490728,94.36502582
MOG_LH145_0173,LH185,0.897185557,142.6525035
PHN11_OH43_0001,LH185,0.645599469,102.6503156
MOG_LH145_0006,LH185,0.353990608,56.28450667
PHN11_LH145_0062,LH185,0.074685402,11.87497886
MOG_LH123HT-074-1-1-1-1-B,LH185,0.553548016,88.01413458
PHN11_OH43_0088,LH185,0.687445791,109.3038807
MOG_LH145_0057,LH185,0.818829901,130.1939543
B73_NC230-059-1-1-1-1,LH185,0.391980748,62.32493889
PHN11_LH145_0085,LH185,0.520227244,82.71613183
B73_NC230-041-1-1-1-1,LH185,0.510534518,81.17498839
MOG_MO45-078-1-1-1-1-B,LH185,0.337161167,53.6086255
MOG_OH43_0071,LH185,0.157444436,25.03366529
MOG_OH43_0439,LH185,0.482762466,76.75923213
PHN11_PHW65_0359,LH185,0.470681792,74.83840499
MOG_MO45-128-1-1-1-1-B,LH185,0.044221698,7.031249942
PHN11_LH145_0003,LH185,0.119790422,19.04667706
MO44_PHW65_0035,LH185,0.107443759,17.08355763
Z022E0046,LH185,0.829493289,131.889433
Z022E0121,LH185,1.01477859,161.3497958
Z022E0042,LH185,0.591381341,94.02963328
Z022E0130,LH185,0.860264667,136.7820821
Z022E0142,LH185,0.797795581,126.8494973
Z022E0114,LH185,0.746812993,118.7432659
Z022E0048,LH185,0.591577194,94.06077387
Z022E0027,LH185,0.766282477,121.8389138
Z022E0110,LH185,0.974720087,154.9804938
Z022E0077,LH185,0.935775165,148.7882512
Z022E0023,LH185,1.121228528,178.275336
Z022E0053,LH185,0.930957584,148.0222559
Z022E0097,LH185,1.039644611,165.3034931
Z022E0149,LH185,0.806066389,128.1645559
Z022E0073,LH185,0.771646592,122.6918082
Z022E0059,LH185,0.775489541,123.302837
Z022E0105,LH185,0.989808026,157.3794762
Z022E0017,LH185,0.933634018,148.4478088
Z022E0008,LH185,0.853061124,135.6367187
Z022E0025,LH185,0.965666529,153.5409781
Z022E0006,LH185,0.890302921,141.5581644
Z022E0051,LH185,0.933608875,148.4438111
Z022E0095,LH185,0.841205416,133.7516611
Z022E0166,LH185,0.789645857,125.5536912
Z022E0108,LH185,0.638847843,101.576807
Z022E0003,LH185,0.443554202,70.52511809
Z022E0009,LH185,0.439496212,69.87989775
Z022E0123,LH185,0.177523312,28.22620668
Z022E0160,LH185,0.201927491,32.10647109
Z022E0005,LH185,0.253899267,40.36998351
PHW52,PHG35,0.490835437,78.0428345
B37,MO17,0.192106402,30.54491794
B73,PHM49,0.123268131,19.59963288
LH195,REDEAR-B,0.273198703,43.43859377
LH162,CG60,0.039171873,6.228327783
B37,OH43,0.360953306,57.39157558
B14A,MO17,0.051498686,8.188291072
F42,MO17,0.194132419,30.86705469
CG44,CGR01,0.103804603,16.50493186
LH74,PHG35,0.194824521,30.97709879
