First Allele, Second Allele, Yield Rate [bu/Ad],Grain yield [bu/A]
CG102,CG122,0.699067021,114.6469915
CG102,W10005_0147,1.132320896,185.700627
CG102,W10005_0029,0.998125302,163.6925495
CG102,CG105,0.812496295,133.2493923
CG102,CG60,0.774427236,127.0060667
CG102,CG108,0.96003313,157.4454334
CG102,CG123,0.959111268,157.294248
CG102,CG44,0.966387769,158.4875941
CG102,CG108,0.826870338,135.6067354
CG102,CG105,0.665045966,109.0675384
CG102,PHN11_LH145_0085,1.054386601,172.9194026
CG102,PHN11_PHG47_0388,0.945708614,155.0962127
CG102,PHN11_PHG47_0388,1.038211759,170.2667284
CG102,PHN11_LH145_0036,0.867189241,142.2190355
CG102,PHN11_LH145_0005,0.981075482,160.8963791
CG102,PHN11_PHW65_0312,0.916383374,150.2868734
CG102,PHN11_OH43_0075,1.206738118,197.9050513
CG102,MO44_PHW65_0035,1.092782538,179.2163362
CG102,PHN11_LH145_0085,0.957583857,157.0437526
CG102,MO44_LH145_0127,1.291821463,211.85872
CG102,PHN11_PHG47_0251,1.080765978,177.2456204
CG102,MO44_PHW65_0035,1.002393865,164.3925938
CG102,PHN11_LH145_0058,0.789952946,129.5522831
CG102,PHN11_PHG47_0385,1.133348416,185.8691402
CG102,MO44_LH145_0138,1.107985332,181.7095945
CG102,MO44_PHW65_0193,1.037076601,170.0805625
CG102,PHN11_LH145_0002,1.043830096,171.1881358
CG102,PHW65_MOG_0293,1.06414077,174.5190863
CG102,MO44_PHW65_0035,0.964567158,158.1890139
CG102,MO44_PHW65_0193,0.941491559,154.4046157
CG102,PHN11_LH145_0002,1.029328604,168.809891
CG102,MO44_LH145_0138,0.942803033,154.6196974
CG102,MO44_PHG47_0072,1.130732072,185.4400598
CG102,PHW65_MOG_0511,1.038714952,170.3492522
CG102,PHN11_PHG47_0048,0.928110697,152.2101543
CG102,PHN11_LH145_0003,0.93067091,152.6300293
CG102,MO44_PHW65_0035,0.815827808,133.7957605
CG102,MOG_MO45-085-1-1-1-1-B,1.098912654,180.2216753
CG102,MO44_LH145_0138,0.943755932,154.7759728
CG102,PHN11_LH145_0058,0.855514747,140.3044185
CG102,PHN11_OH43_0142,1.040016521,170.5627094
CG102,PHN11_PHG47_0172,0.907025421,148.7521691
CG102,PHN11_PHW65_0312,0.910733339,149.3602676
CG102,PHW65_MOG_0511,1.149941927,188.590476
CG102,MO44_LH145_0127,1.17925528,193.3978659
CG102,PHN11_PHW65_0312,0.79058689,129.65625
CG102,PHN11_PHW65_0294,1.125760226,184.624677
CG102,PHN11_PHG47_0172,0.621068011,101.8551538
CG102,MOG_OH43_0071,1.052789852,172.6575358
CG102,PHN11_PHG47_0023,1.026652167,168.3709554
CG102,PHN11_PHW65_0328,0.877249155,143.8688615
CG102,MO44_LH145_0127,1.194736746,195.9368263
CG102,PHN11_LH145_0002,1.218975898,199.9120472
CG102,PHN11_LH145_0028,1.059452879,173.7502721
CG102,PHN11_PHW65_0312,0.871016684,142.8467361
CG102,PHN11_PHG47_0287,0.946686607,155.2566035
CG102,PHN11_LH145_0002,1.076731843,176.5840222
CG102,MO44_PHG47_0125,1.103016788,180.8947532
CG102,PHN11_LH145_0028,0.809567601,132.7690865
CG102,PHN11_LH145_0005,0.884749518,145.0989209
CG102,MO44_PHG47_0125,1.017850237,166.9274388
CG102,PHN11_PHG47_0048,0.922854896,151.348203
CG102,MOG_MO45-085-1-1-1-1-B,0.919017548,150.7188779
CG102,MOG_LH145_0175,1.17478993,192.6655485
CG102,PHN11_PHG47_0287,1.032220978,169.2842404
CG102,PHN11_LH145_0002,0.908691508,149.0254073
CG102,PHN11_PHG47_0172,0.990756351,162.4840416
CG102,PHN11_PHG47_0287,0.922486416,151.2877722
CG102,PHN11_PHG47_0287,0.828176529,135.8209507
CG102,PHW65_MOG_0293,1.05548676,173.0998287
MO17,B37,1.248262837,204.7151053
OH43,B14A,1.204117151,197.4752128
PHM49,PHG39,1.243512212,203.9360027
C103,B37,1.279274635,209.8010401
OH43,B37,1.193380368,195.7143803
TX205,PHG39,1.200099524,196.816322
PHM49,PHW52,1.151450187,188.8378307
PHG35,PHW52,1.080208635,177.1542161
TX205,PHW52,1.028154485,168.6173355
TX205,LH74,1.020947323,167.4353609
H95,B37,1.059227036,173.7132339
MO17,F42,0.927886835,152.1734409
TX205,B73,1.116694152,183.1378409
C103,WF9,0.918534165,150.639603
PHN82,PHG39,1.32106746,216.6550635
PHN82,B73,1.141259521,187.1665615
MO17,WF9,0.705885893,115.7652864
PHG35,LH74,1.038714952,170.3492522
PHM49,B73,1.198399759,196.5375605
PHM49,LH74,0.938063634,153.8424359
PHG35,PHG39,0.956920196,156.9349122
TX205,PHG39,1.201148835,196.988409
H95,F42,1.197490445,196.3884329
H95,B14A,1.000194868,164.0319583
OH43,F42,1.177833526,193.1646983
H95,WF9,1.135466849,186.2165632
PHG35,B73,0.97169904,159.3586425
TX205,B73,1.27220879,208.6422415
PHN82,LH74,1.069253933,175.357645
PHN82,PHW52,1.228872704,201.5351235
CG102,M0051,0.944518646,154.901058
CG102,Z022E0006,0.662068405,108.5792185
CG102,M0027,0.905430653,148.4906271
CG102,M0027,0.644365491,105.6759405
CG102,M0075,0.595735965,97.70069818
CG102,M0052,0.531820439,87.21855199
CG102,Z022E0017,0.821818588,134.7782485
CG102,Z022E0050,0.89182725,146.259669
CG102,Z022E0005,0.648812351,106.4052255
CG102,M0352,0.981029918,160.8889065
CG102,Z022E0006,0.869680116,142.6275391
CG102,Z022E0050,0.816032519,133.8293331
CG102,Z022E0142,0.832970738,136.607201
CG102,Z022E0073,0.586874602,96.24743469
CG102,Z022E0044,0.841562013,138.0161702
CG102,Z022E0053,0.635004896,104.140803
CG102,Z022E0027,0.570106756,93.49750798
CG102,M0087,0.530139164,86.94282289
CG102,Z022E0005,0.416858472,68.36478938
CG102,M0027,0.389775812,63.92323322
CG102,Z022E0142,0.625150353,102.5246579
CG102,Z022E0009,0.476742503,78.18577053
CG102,Z022E0134,0.437000754,71.66812368
CG102,Z022E0053,0.670893448,110.0265255
CG102,Z022E0110,0.678849459,111.3313112
CG102,M0014,0.562601111,92.26658222
CG102,Z022E0059,0.637901232,104.6158021
CG102,Z022E0073,0.408686524,67.02458999
LH198,CGR03,0.953899064,155.4855474
LH198,W10005_0107,1.049077887,170.9996956
LH198,W10005_0029,1.349912412,220.0357232
LH198,W10005_0147,0.974756244,158.8852678
LH198,W10005_0147,1.006547631,164.0672638
LH198,W10005_0037,1.072900996,174.8828624
LH198,W10005_0220,1.487902537,242.5281136
LH198,CG104,1.025355768,167.1329902
LH198,W10005_0220,1.30017928,211.9292226
LH198,M0030,1.050831931,171.2856048
LH198,M0186,0.955413256,155.7323607
LH198,M0001,0.875071388,142.6366362
LH198,M0022,0.790167011,128.7972228
LH198,M0039,0.821929164,133.9744537
LH198,M0365,0.917591013,149.5673352
LH198,M0061,0.877440012,143.0227219
LH198,M0024,0.870225176,141.8467037
LH198,M0276,0.953539618,155.4269577
LH198,M0317,0.976995308,159.2502352
LH198,M0369,1.157158237,188.6167926
LH198,M0003,0.854511864,139.2854338
LH198,M0311,0.764548,124.621324
LH198,M0287,0.974344974,158.8182307
LH198,M0346,1.072375448,174.797198
LH198,M0077,0.981985697,160.0636686
LH198,M0008,1.092284514,178.0423757
LH198,M0085,0.912041191,148.6627142
LH198,M0143,1.223936825,199.5017025
LH198,M0323,1.024567777,167.0045477
LH198,M0114,0.882685534,143.8777421
LH198,M0106,1.241797514,202.4129947
LH198,M0062,0.950777663,154.976759
LH198,M0012,1.105866397,180.2562227
LH198,M0045,1.055897398,172.1112759
LH198,M0272,0.844931061,137.723763
LH198,M0262,0.75128902,122.4601103
LH198,M0015,0.977520857,159.3358997
LH198,M0154,1.00327275,163.5334583
LH198,M0101,1.04469477,170.2852475
LH198,M0014,0.882868912,143.9076326
LH198,M0325,1.156320415,188.4802276
LH198,M0309,0.612086346,99.77007434
LH198,M0266,1.075170623,175.2528116
LH198,M0118,1.010297564,164.678503
LH198,M0041,1.029016007,167.7296091
LH198,M0296,0.915129372,149.1660876
LH198,M0269,0.877717736,143.0679909
LH198,M0033,1.058675299,172.5640738
LH198,M0083,1.016073951,165.620054
LH198,M0172,0.905349911,147.5720355
LH198,M0354,0.956455052,155.9021735
LH198,M0028,0.937727972,152.8496595
LH198,M0058,0.974893113,158.9075774
LH198,M0297,0.919273301,149.8415481
LH198,M0027,0.926157261,150.9636335
LH198,M0051,0.98159901,160.0006386
LH198,M0087,0.986171484,160.7459519
LH198,TX303,1.166457329,190.1325446
LH198,TX714,0.861506779,140.425605
LH198,TX772,1.213627165,197.8212279
LH198,M0326,0.764836354,124.6683257
LH198,TX740,1.358778309,221.4808643
LH198,LH162,0.864777673,140.9587607
LH198,TX130 RP,1.005091242,163.8298725
LH198,TX740,1.218834816,198.670075
LH185,M0012,0.99274317,161.8171367
LH185,M0058,1.251024185,203.9169421
LH185,M0075,1.035324586,168.7579075
LH185,M0027,1.0761101,175.4059463
LH185,M0035,1.092474535,178.0733492
LH185,M0159,1.29026295,210.3128609
LH185,M0099,1.244713612,202.8883187
LH185,M0114,0.996630637,162.4507938
LH185,M0325,1.278744063,208.4352822
LH185,M0269,1.008166135,164.33108
LH185,M0106,1.287954788,209.9366304
LH185,M0008,1.285390163,209.5185965
LH185,M0287,1.161245027,189.2829394
LH185,M0317,1.178717699,192.1309849
LH185,M0323,1.377296763,224.4993724
LH185,M0143,1.037124475,169.0512894
LH185,M0346,1.27203285,207.3413546
LH185,M0154,1.019647816,166.202594
LH185,M0001,1.02122712,166.4600206
LH185,M0014,1.041098315,169.6990253
LH185,M0003,1.213107596,197.7365381
LH185,M0077,1.09947078,179.2137371
LH185,M0051,1.147073147,186.972923
LH185,M0022,1.383414656,225.496589
LH185,M0028,1.202197972,195.9582695
LH185,M0045,1.168354221,190.4417381
LH185,M0151,1.061796701,173.0728622
LH185,M0101,1.184814331,193.124736
LH185,M0041,1.184951864,193.1471539
LH185,M0042,1.15248743,187.8554511
LH185,M0085,1.142890018,186.2910729
LH185,M0311,1.258147996,205.0781233
LH185,M0352,1.231740329,200.7736736
LH185,M0369,1.21939425,198.7612627
LH185,M0118,1.255580048,204.6595479
LH185,M0378,1.110250179,180.9707791
LH185,M0030,1.180094358,192.3553803
LH185,M0266,1.00174062,163.283721
LH185,M0083,1.038475886,169.2715694
LH185,M0052,1.24122014,202.3188829
LH185,M0297,1.294484616,211.0009924
LH185,M0163,1.139498866,185.7383151
LH185,M0355,1.136475133,185.2454466
LH185,M0076,1.215813076,198.1775314
LH185,M0272,1.16996741,190.7046879
LH185,M0039,0.979992464,159.7387717
LH185,M0296,1.227299408,200.0498035
LH185,M0172,0.722185839,117.7162918
LH185,M0186,1.038221417,169.2300909
LH185,M0088,1.000645006,163.105136
LH198,PHN11_PHW65_0312,1.12339355,183.1131487
LH198,MOG_OH43_0439,0.987530868,160.9675315
LH198,MOG_LH145_0057,1.241350365,202.3401095
LH198,PHN11_OH43_0142,1.025936463,167.2276435
LH198,MO44_PHW65_0025,1.093269835,178.2029831
LH198,PHN11_PHW65_0294,1.157435296,188.6619533
LH198,MOG_NC230-011-1-1-1-1-B,0.827691598,134.9137304
LH198,PHW65_MOG_0137,1.053393899,171.7032055
LH198,B73_NC230-129-1-1-1-1,0.728124342,118.6842678
LH198,MOG_MO45-030-1-1-1-1-B,1.034116688,168.5610201
LH198,MOG_LH123HT-014-1-1-1-1-B,1.163864134,189.7098538
LH198,MOG_MO45-074-1-1-1-1-B,1.154635469,188.2055815
LH198,PHN11_PHG47_0251,0.825979412,134.6346441
LH198,MOG_LH145_0175,1.096845693,178.785848
LH198,MOG_LH123HT-045-1-1-1-1-B,1.095884291,178.6291394
LH198,MO44_LH145_0127,1.117103575,182.0878827
LH198,MOG_LH145_0038,1.277203294,208.1841369
LH198,PHN11_OH43_0001,1.02979536,167.8566437
LH198,MOG_MO45-128-1-1-1-1-B,0.994166337,162.049113
LH198,MOG_MO45-085-1-1-1-1-B,0.99339695,161.9237029
LH198,PHN11_PHW65_0015,1.108341991,180.6597445
LH198,MOG_NC230-183-1-1-1-1-B,1.18929246,193.8546709
LH198,MOG_MO45-071-1-1-1-1-B,1.307639947,213.1453114
LH198,B73_NC230-040-1-1-1-1,0.844476605,137.6496866
LH198,MO44_PHG47_0125,0.890125605,145.0904736
LH198,PHW65_MOG_0293,1.17398178,191.3590301
LH198,MOG_PHG83-090-1-1-1-1-B,1.07054101,174.4981846
LH198,MOG_LH123HT-031-1-1-1-1-B,1.122939094,183.0390723
LH198,PHN11_OH43_0036,1.015751047,165.5674207
LH198,B73_NC230-041-1-1-1-1,0.84896337,138.3810293
LH198,PHN11_PHG47_0390,1.057467401,172.3671863
LH198,PHN11_PHG47_0388,0.936864239,152.7088709
LH198,PHW65_MOG_0176,0.968875545,157.9267139
LH198,MO44_PHW65_0193,0.982113264,160.084462
LH198,B73_NC230-059-1-1-1-1,0.867562218,141.4126416
LH198,MOG_LH145_0173,1.012302756,165.0053492
LH198,PHN11_LH145_0003,0.730538146,119.0777178
LH198,MOG_OH43_0367,0.961202931,156.6760777
LH198,PHN11_PHW65_0275,1.081203472,176.236166
LH198,PHN11_LH145_0028,0.948654871,154.6307439
LH198,PHN11_PHG47_0172,1.241326446,202.3362107
LH198,PHN11_PHG47_0048,0.997679077,162.6216895
LH198,PHN11_LH145_0005,1.068369051,174.1441553
LH198,PHN11_LH145_0062,0.913462366,148.8943656
LH198,MOG_OH43_0170,1.168719647,190.5013025
LH198,PHN11_PHW65_0359,1.212566766,197.6483828
LH198,PHN11_OH43_0075,1.12120631,182.7566286
LH198,PHN11_LH145_0085,0.927421634,151.1697263
LH198,MO44_PHW65_0035,1.121554462,182.8133773
LH198,PHN11_OH43_0088,1.231740329,200.7736736
LH198,MO44_PHW65_0075,0.999974616,162.9958624
LH198,MOG_PHG83-224-1-1-1-1-B,1.142654816,186.252735
LH198,PHN11_PHW65_0328,1.067026942,173.9253915
LH198,MO44_LH145_0138,0.860460997,140.2551425
LH198,MOG_LH145_0162,1.073707591,175.0143373
LH198,MO44_PHG47_0072,0.891752082,145.3555894
LH198,MO44_LH145_0143,1.158915603,188.9032433
LH198,PHN11_OH43_0184,1.02054012,166.3480395
LH198,PHW65_MOG_0511,1.016608137,165.7071264
LH198,MO44_PHW65_0126,1.244267128,202.8155418
CG102,CG119,0.799353818,130.2946723
CG102,W10004_0032,1.101575633,179.5568281
CG102,CG65,0.871805809,142.1043469
CG102,CG121,0.886589611,144.5141066
CG102,PB80,1.11034984,180.9870239
CG102,W10004_0097,0.963800776,157.0995265
CG102,CGX333,1.006677191,164.0883821
CG102,CG120,0.854223509,139.238432
LH198,Z013E0079,0.970170482,158.1377885
LH198,Z013E0067,0.841506689,137.1655903
LH198,Z013E0073,1.237244971,201.6709303
LH198,Z013E0063,0.908071337,148.015628
LH198,Z013E0082,1.016213477,165.6427968
LH198,Z013E0022,1.043322762,170.0616102
LH198,Z013E0093,1.279706793,208.5922073
LH198,Z013E0061,0.463004548,75.4697414
LH198,Z013E0039,0.663507082,108.1516543
LH198,M0008,1.294766326,211.0469111
LH198,M0014,0.721815763,117.6559693
LH198,Z013E0088,1.099408325,179.203557
LH198,Z013E0090,1.001399777,163.2281636
LH198,Z013E0087,1.156264604,188.4711305
LH198,Z013E0046,0.56681606,92.3910177
LH198,Z013E0059,1.274670561,207.7713014
LH198,Z013E0019,1.06616653,173.7851444
LH198,Z013E0028,1.072722934,174.8538383
LH198,Z013E0007,0.934088331,152.2563979
LH198,Z013E0034,0.912966715,148.8135746
LH198,Z013E0026,0.987300982,160.9300601
LH198,Z013E0006,1.090723148,177.7878732
LH198,Z013E0092,0.889885088,145.0512694
LH198,Z013E0072,1.119372537,182.4577235
LH198,Z013E0078,0.829060948,135.1369345
LH198,Z013E0045,1.084978654,176.8515206
LH198,Z013E0035,0.75039871,122.3149897
LH198,M0266,0.796041066,129.7546938
LH198,Z013E0055,0.876639397,142.8922217
LH198,Z013E0080,1.165044127,189.9021927
PHG35,PHW52,1.019607952,166.1960961
TX205,B73,1.312227703,213.8931156
H95,F42,1.096144075,178.6714843
OH43,B14A,0.946546031,154.2870031
MO17,F42,1.167699112,190.3349553
CGR01,LH198,0.883663547,144.0371581
PHG35,PHG39,1.130480155,184.2682652
PHN82,B73,0.898511796,146.4574228
MO17,B73,1.143848098,186.4472399
TX205,LH74,1.258147996,205.0781233
LH198,LH82,0.402361128,65.58486387
H95,B14A,1.054827033,171.9368063
CG60,LH82,0.901142863,146.8862866
H95,B37,1.205411063,196.4820032
OH43,B37,1.058255392,172.4956289
PHG35,B73,1.42919521,232.9588192
CG60,LH162,0.622845148,101.5237591
PHN82,PHG39,1.053243742,171.67873
C103,B37,0.52540002,85.64020323
PHM49,PHW52,1.107604495,180.5395327
CGR03,CG118,1.091507818,177.9157743
REDEAR-B,LH195,1.251517177,203.9972999
PHM49,B73,1.125827287,183.5098478
TX205,PHW52,1.160389931,189.1435587
PHN82,PHW52,1.257350703,204.9481646
MO17,B37,1.29270466,210.7108595
PHN82,LH74,1.088271473,177.3882501
PHM49,LH74,1.106299593,180.3268336
PHG35,LH74,1.247373912,203.3219477
CGR01,LH82,1.152603702,187.8744034
LH51,LH132,1.225626422,199.7771068
C103,F42,1.024627574,167.0142946
PHM49,PHG39,1.21569614,198.1584708
TX205,PHG39,1.172090202,191.050703
LH185,M0083,1.108317408,180.6557375
LH185,M0172,0.825274472,134.5197389
LH185,M0027,1.146485808,186.8771867
LH185,M0012,1.180760762,192.4640042
LH185,M0085,1.093234621,178.1972432
LH185,M0099,1.221352933,199.080528
LH185,M0287,1.128617147,183.964595
LH185,M0075,1.05459914,171.8996598
LH185,M0051,1.353544745,220.6277935
LH185,M0077,1.004571009,163.7450745
LH185,M0297,1.124242667,183.2515548
LH185,M0052,1.043023777,170.0128757
LH185,M0041,1.139766623,185.7819595
LH185,M0272,1.022307452,166.6361147
LH185,M0369,1.300894186,212.0457523
LH185,M0042,1.160818475,189.2134115
LH185,M0001,1.072594039,174.8328283
LH185,M0323,1.259900711,205.3638159
LH185,M0346,1.214346721,197.9385156
LH185,M0296,1.070498488,174.4912535
LH185,M0088,0.999082312,162.8504169
LH185,M0269,1.172305472,191.0857919
LH185,M0039,1.027527063,167.4869112
LH185,M0030,1.362101026,222.0224673
LH185,M0014,0.96970938,158.062629
LH185,M0106,1.352089022,220.3905106
LH185,M0266,1.104455853,180.026304
LH185,M0159,1.291929957,210.584583
LH185,M0076,1.11311246,181.4373309
LH185,M0355,1.196901955,195.0950186
LH185,M0028,0.963659257,157.0764589
LH185,M0008,1.048608814,170.9232366
LH185,M0022,1.202652429,196.032346
LH185,M0325,1.313556525,214.1097135
LH185,M0143,1.149215207,187.3220788
LH185,M0352,1.196848137,195.0862464
LH185,M0317,0.779951697,127.1321266
LH185,M0163,1.189054601,193.8158999
LH185,M0045,1.131370465,184.4133858
LH185,M0058,1.267386626,206.5840201
LH185,M0311,1.17133211,190.9271339
LH185,M0101,1.074147431,175.0860312
LH185,M0114,1.122879297,183.0293254
LH185,M0151,1.209899821,197.2136708
LH185,M0154,1.040056519,169.5292126
LH185,M0003,1.262433445,205.7766515
LH185,M0035,1.105302977,180.1643852
LH185,M0118,1.179704349,192.2918089
LH185,M0186,1.024192385,166.9433588
LH185,M0378,1.139315488,185.7084245
LH198,Z013E0063,0.806894215,131.523757
LH198,Z013E0039,0.601366744,98.02277923
LH198,Z013E0072,0.715628771,116.6474896
LH198,M0024,1.0429188,169.9957644
LH198,Z013E0035,0.867374855,141.3821013
LH198,Z013E0092,1.096665637,178.7564989
LH198,Z013E0067,0.671328524,109.4265494
LH198,M0266,0.848129534,138.2451141
LH198,Z013E0073,1.180947461,192.4944362
LH198,Z013E0093,1.159856409,189.0565946
LH198,Z013E0080,0.987808592,161.0128005
LH198,Z013E0006,0.992248848,161.7365623
LH198,M0326,0.968232396,157.8218805
LH198,Z013E0087,1.026665321,167.3464474
LH198,Z013E0090,0.806701536,131.4923503
LH198,Z013E0007,0.90387492,147.3316119
LH198,Z013E0026,0.917769075,149.5963593
LH198,Z013E0059,1.051110984,171.3310904
LH198,Z013E0046,0.825556846,134.5657659
LH198,Z013E0078,1.030780017,168.0171428
LH198,M0008,0.995279226,162.2305138
LH198,Z013E0022,0.809438243,131.9384336
LH198,Z013E0055,0.770030052,125.5148985
LH198,Z013E0034,1.133632119,184.7820354
LH198,Z013E0028,0.885126579,144.2756324
LH198,Z013E0088,0.865577623,141.0891526
LH198,Z013E0019,1.07971785,175.9940096
LH198,M0014,1.035822894,168.8391317
LH198,Z013E0082,1.086654298,177.1246505
LH198,Z013E0079,0.670181751,109.2396254
TX205,PHW52,1.326595584,216.2350802
TX205,PHG39,1.031060398,168.0628449
PHM49,B73,1.237316063,201.6825183
PHM49,PHG39,1.13943774,185.7283516
H95,F42,1.02931034,167.7775855
PHN82,PHG39,1.234528196,201.228096
LH51,LH132,0.989807139,161.3385637
REDEAR-B,LH195,1.084541472,176.7802599
TX205,B73,1.269056955,206.8562836
PHG35,B73,1.182449029,192.7391918
MO17,F42,1.113387526,181.4821667
TX205,LH74,1.104599366,180.0496966
H95,B14A,0.832107936,135.6335935
PHG35,LH74,1.09498335,178.482286
CGR03,CG118,0.863165148,140.6959192
MO17,B73,1.413821411,230.45289
CGR01,LH198,1.020913518,166.4089035
PHM49,PHW52,1.116030552,181.9129799
PHG35,PHW52,0.9791181,159.5962503
OH43,B37,1.275164882,207.8518758
LH198,LH82,0.652258609,106.3181532
PHN82,B73,1.351889699,220.3580209
PHN82,LH74,1.206292736,196.6257159
CG60,LH82,0.77948661,127.0563174
H95,B37,1.237294802,201.6790528
CG60,LH162,0.858636525,139.9577536
MO17,B37,1.242776855,202.5726273
C103,B37,0.532526489,86.80181767
PHN82,PHW52,0.946184591,154.2280884
C103,F42,1.044772506,170.2979185
OH43,B14A,0.973996823,158.7614821
PHM49,LH74,1.235038464,201.3112696
CGR01,LH82,1.055530644,172.0514949
PHG35,PHG39,1.117479631,182.1491799
LH198,W10005_0147,1.003520575,163.5738538
LH198,W10005_0147,1.051876385,171.4558507
LH198,W10005_0029,1.470158121,239.6357738
LH198,W10005_0147,1.048360323,170.8827327
LH198,W10005_0220,0.929483965,151.5058863
LH198,W10005_0220,1.361106404,221.8603438
LH198,W10005_0037,0.931681836,151.8641392
LH198,W10005_0107,1.264386812,206.0950504
LH198,CGR03,1.072629917,174.8386765
LH198,W10005_0220,1.138001948,185.4943175
LH198,TX772,1.166152364,190.0828354
LH198,LH162,0.728984754,118.8245149
LH198,TX740,1.202785976,196.0541141
LH198,TX130 RP,0.767971708,125.1793884
LH198,M0326,0.629584265,102.6222352
LH198,TX740,1.339057271,218.2663351
LH198,TX303,1.212468433,197.6323545
LH198,TX714,1.004179671,163.6812864
CG102,CG65,0.639577666,104.2511596
CG102,CG119,0.701255574,114.3046586
CG102,CGX333,1.153832197,188.0746481
CG102,CG119,0.595796989,97.1149092
CG102,CG65,0.694840689,113.2590323
CG102,W10004_0032,1.165236806,189.9335994
CG102,PB80,1.28866305,210.0520771
CG102,CG120,0.581553353,94.79319651
LH198,M0354,1.055453572,172.0389322
LH198,M0269,0.945125521,154.0554599
LH198,M0114,1.059550993,172.7068118
LH198,M0015,0.93350232,152.1608782
LH198,M0022,1.043148022,170.0331276
LH198,M0039,0.822387607,134.04918
LH198,M0143,0.853610923,139.1385804
LH198,M0297,0.989706149,161.3221023
LH198,M0027,1.051894988,171.4588831
LH198,M0266,1.00718015,164.1703644
LH198,M0003,0.937579144,152.8254005
LH198,M0024,0.938477428,152.9718207
LH198,M0014,0.965930213,157.4466247
LH198,M0276,1.22344051,199.4208032
LH198,M0151,0.907520541,147.9258482
LH198,M0296,1.024975725,167.0710432
LH198,M0369,0.979243009,159.6166105
LH198,M0061,0.913462366,148.8943656
LH198,M0325,1.264530325,206.1184429
LH198,M0311,0.908762325,148.1282589
LH198,M0309,0.669632948,109.1501705
LH198,M0154,1.176875953,191.8307803
LH198,M0041,1.159762063,189.0412162
LH198,M0087,0.955946113,155.8192165
LH198,M0008,1.060604748,172.8785739
LH198,M0085,0.773033853,126.0045181
LH198,M0186,0.968627056,157.8862101
LH198,M0062,0.83191127,135.601537
LH198,M0346,1.042110877,169.8640729
LH198,M0101,1.097076908,178.823536
LH198,M0028,0.854607539,139.3010288
LH198,M0051,0.882636367,143.8697279
LH198,M0106,0.840352607,136.977475
LH198,M0326,1.000387215,163.063116
LH198,M0083,0.929115217,151.4457803
LH198,M0287,0.97086612,158.2511775
LH198,M0172,1.064561314,173.5234941
LH198,M0001,1.028659218,167.6714526
LH198,M0033,1.053982567,171.7991584
LH198,M0262,0.857876439,139.8338596
LH198,M0317,0.944164783,153.8988597
LH198,M0365,0.895104699,145.9020659
LH198,M0077,1.087948569,177.3356168
LH198,M0272,0.774980577,126.321834
LH198,M0118,0.903530755,147.275513
LH198,M0030,1.034510018,168.625133
LH198,M0045,1.001705406,163.2779811
LH198,M0058,1.059832039,172.7526223
LH198,M0323,1.142270122,186.1900299
LH198,M0012,0.87801074,143.1157507
LH198,MOG_LH145_0038,1.123459327,183.1238703
LH198,PHN11_OH43_0036,1.011298167,164.8416012
LH198,PHW65_MOG_0511,1.089516579,177.5912023
LH198,PHN11_PHG47_0251,1.211897039,197.5392174
LH198,MO44_PHG47_0125,0.93350232,152.1608782
LH198,B73_NC230-059-1-1-1-1,0.942067239,153.5569599
LH198,PHN11_LH145_0062,0.85290399,139.0233503
LH198,MOG_LH123HT-045-1-1-1-1-B,1.149085647,187.3009605
LH198,MOG_MO45-030-1-1-1-1-B,0.919912464,149.9457317
LH198,PHW65_MOG_0176,0.946014502,154.2003639
LH198,PHN11_OH43_0088,1.056372452,172.1887097
LH198,MOG_LH145_0162,0.944756109,153.9952457
LH198,MOG_LH145_0173,1.027562276,167.492651
LH198,MOG_LH123HT-031-1-1-1-1-B,0.912134873,148.6779843
LH198,MOG_NC230-183-1-1-1-1-B,0.8283487,135.0208381
LH198,PHN11_LH145_0085,1.210090507,197.2447526
LH198,MOG_OH43_0170,1.481110932,241.4210819
LH198,MO44_LH145_0138,0.641129729,104.5041459
LH198,MOG_OH43_0439,1.087740609,177.3017193
LH198,B73_NC230-129-1-1-1-1,0.907309258,147.8914091
LH198,PHW65_MOG_0293,1.159758076,189.0405664
LH198,MOG_LH123HT-014-1-1-1-1-B,1.088022319,177.347638
LH198,MOG_NC230-011-1-1-1-1-B,1.018592067,166.030507
LH198,B73_NC230-041-1-1-1-1,0.703575032,114.6827302
LH198,PHN11_PHW65_0015,1.15611179,188.4462218
LH198,PHN11_PHW65_0328,1.039749561,169.4791785
LH198,MOG_PHG83-090-1-1-1-1-B,1.250155136,203.7752871
LH198,MO44_LH145_0127,1.164602294,189.8301739
LH198,PHN11_LH145_0028,0.702409655,114.4927738
LH198,PHW65_MOG_0137,1.283770329,209.2545637
LH198,MO44_PHW65_0075,0.936133387,152.5897421
LH198,MO44_PHW65_0126,1.075835034,175.3611105
LH198,PHN11_PHW65_0275,1.080066001,176.0507582
LH198,PHN11_OH43_0001,1.12070468,182.6748629
LH198,PHN11_OH43_0142,1.136599377,185.2656985
LH198,MOG_PHG83-224-1-1-1-1-B,1.119715373,182.5136058
LH198,PHN11_PHW65_0312,0.900901017,146.8468658
LH198,MOG_MO45-085-1-1-1-1-B,1.212345517,197.6123192
LH198,PHN11_LH145_0003,0.729104348,118.8440087
LH198,MOG_MO45-128-1-1-1-1-B,1.117981926,182.2310539
LH198,MOG_OH43_0367,0.902235154,147.0643301
LH198,MOG_LH145_0057,1.042731436,169.9652241
